Dates,variable,value
2019-03-01,Economic Policy Uncertainty Index,240.5
2019-04-01,Economic Policy Uncertainty Index,184.128
2019-05-01,Economic Policy Uncertainty Index,230.457
2019-06-01,Economic Policy Uncertainty Index,303.039
2019-07-01,Economic Policy Uncertainty Index,250.483
2019-08-01,Economic Policy Uncertainty Index,304.997
2019-09-01,Economic Policy Uncertainty Index,262.85
2019-10-01,Economic Policy Uncertainty Index,248.223
2019-11-01,Economic Policy Uncertainty Index,243.062
2019-12-01,Economic Policy Uncertainty Index,251.71
2020-01-01,Economic Policy Uncertainty Index,216.04
2020-02-01,Economic Policy Uncertainty Index,219.953
2020-03-01,Economic Policy Uncertainty Index,344.418
2020-04-01,Economic Policy Uncertainty Index,344.241
2020-05-01,Economic Policy Uncertainty Index,412.827
2020-06-01,Economic Policy Uncertainty Index,313.742
2020-07-01,Economic Policy Uncertainty Index,337.384
2020-08-01,Economic Policy Uncertainty Index,285.884
2020-09-01,Economic Policy Uncertainty Index,286.915
2020-10-01,Economic Policy Uncertainty Index,291.91
